,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,area
18301,7310081979,28400,2017-01-01,bmw,3 series,excellent,4,gas,18201.0,clean,automatic,4wd,wagon,ne
18302,7310081967,22900,2014-01-01,mercedes-benz,e-class,excellent,6,gas,53551.0,clean,automatic,4wd,sedan,ne
18303,7310081940,36900,2009-01-01,mercedes-benz,sl-class,excellent,8,gas,29984.0,clean,automatic,rwd,convertible,ne
18304,7310081801,29900,2016-01-01,bmw,5 series gran turismo,excellent,6,gas,52941.0,clean,automatic,4wd,hatchback,ne
18305,7310081710,10995,2005-01-01,mercedes-benz,s-class,excellent,8,gas,82008.0,clean,automatic,4wd,sedan,ne
18306,7310081689,19800,2015-01-01,ford,explorer,excellent,6,gas,96281.0,clean,automatic,4wd,wagon,ne
18307,7310081681,22995,2014-01-01,bmw,5 series,excellent,8,gas,98013.0,clean,automatic,4wd,sedan,ne
18308,7310081407,8900,2013-01-01,honda,civic sdn,excellent,4,gas,103255.0,clean,automatic,fwd,sedan,ne
18309,7310081057,23900,2016-01-01,rover,discovery sport,excellent,4,gas,60412.0,clean,automatic,4wd,SUV,ne
18310,7310081042,11900,2011-01-01,toyota,sienna,excellent,6,gas,115501.0,clean,automatic,4wd,wagon,ne
18311,7309864467,5495,2010-01-01,honda,civic,new,4,gas,157000.0,clean,automatic,fwd,sedan,ne
18312,7309726349,3399,2006-01-01,nissan,murano,excellent,6,gas,170000.0,clean,automatic,4wd,SUV,ne
18313,7309299948,12995,2010-01-01,ram,1500 quad cab,excellent,8,gas,106000.0,clean,automatic,4wd,pickup,ne
18314,7309197542,9500,2015-01-01,ram,1500,good,6,gas,125000.0,clean,automatic,4wd,truck,ne
18315,7309161095,17990,2015-01-01,mitsubishi,outlander gt sport,good,6,gas,59014.0,clean,other,4wd,other,ne
18316,7309021583,26500,2017-01-01,subaru,wrx sti,excellent,4,gas,53000.0,lien,manual,4wd,sedan,ne
18317,7308694528,25590,2017-01-01,ford,mustang v6 convertible 2d,good,6,gas,11325.0,clean,other,rwd,convertible,ne
18318,7308694690,40590,2019-01-01,ford,f250 super duty regular cab,good,8,other,9313.0,clean,other,4wd,pickup,ne
18319,7308541784,10485,2012-01-01,toyota,rav4,like new,4,gas,115000.0,clean,automatic,4wd,SUV,ne
18320,7308390805,6900,2014-01-01,jeep,patriot,good,4,gas,138600.0,clean,automatic,4wd,other,ne
18321,7308383745,8000,2008-01-01,audi,tt,excellent,4,gas,138500.0,clean,automatic,fwd,convertible,ne
18322,7308175041,3000,2008-01-01,chevrolet,impala,excellent,6,gas,125000.0,clean,automatic,fwd,sedan,ne
18323,7308172372,8000,2005-01-01,gmc,yukon xl slt,good,8,gas,174000.0,clean,automatic,4wd,SUV,ne
18324,7308050536,46990,2014-01-01,chevrolet,corvette stingray,good,8,gas,16966.0,clean,other,rwd,other,ne
18325,7307901705,21900,2016-01-01,volvo,xc60,excellent,5,gas,64569.0,clean,automatic,4wd,wagon,ne
18326,7307857272,18500,2012-01-01,gmc,sierra 2500hd,good,8,gas,143000.0,clean,automatic,4wd,pickup,ne
18327,7307160656,6500,2001-01-01,ford,f-250,good,8,gas,164000.0,clean,automatic,4wd,truck,ne
18328,7307115785,30590,2016-01-01,jeep,wrangler rubicon sport,good,6,gas,59322.0,clean,other,4wd,SUV,ne
18329,7307115768,38990,2018-01-01,chevrolet,camaro ss coupe 2d,good,8,gas,5157.0,clean,other,rwd,coupe,ne
18330,7307002054,6995,2013-01-01,ford,focus,excellent,4,gas,78000.0,clean,automatic,fwd,sedan,ne
18331,7306991876,3000,2002-01-01,mercedes-benz,benz clk 430,excellent,8,gas,154999.0,rebuilt,other,rwd,coupe,ne
18332,7306976173,12000,2009-01-01,audi,q7 tdi prestige,excellent,6,diesel,150339.0,clean,automatic,4wd,SUV,ne
18333,7306553201,3000,2012-01-01,volkswagen,jetta,excellent,4,gas,130000.0,clean,manual,rwd,sedan,ne
18334,7306272178,4500,2009-01-01,subaru,legacy outback limited,excellent,4,gas,170000.0,clean,automatic,4wd,hatchback,ne
18335,7306168632,10750,2011-01-01,chevrolet,silverado 1500,excellent,8,gas,145000.0,clean,automatic,4wd,pickup,ne
18336,7305828104,6500,2009-01-01,bmw,528i,excellent,6,gas,125200.0,clean,automatic,4wd,sedan,ne
18337,7305566759,32995,2018-01-01,chevrolet,suburban lt 4x4,like new,8,gas,81059.0,clean,automatic,4wd,SUV,ne
18338,7305481445,5250,2012-01-01,ford,focus se,excellent,4,gas,72000.0,clean,automatic,rwd,sedan,ne
18339,7305242793,27500,2010-01-01,chevrolet,silverado 2500hd,excellent,8,diesel,127381.0,clean,automatic,4wd,truck,ne
18340,7305242476,28400,2017-01-01,bmw,3 series,excellent,4,gas,18201.0,clean,automatic,4wd,wagon,ne
18341,7305242088,23900,2016-01-01,rover,discovery sport,excellent,4,gas,60412.0,clean,automatic,4wd,SUV,ne
18342,7305242092,10995,2005-01-01,mercedes-benz,s-class,excellent,8,gas,82008.0,clean,automatic,4wd,sedan,ne
18343,7305241785,8900,2013-01-01,honda,civic sdn,excellent,4,gas,103255.0,clean,automatic,fwd,sedan,ne
18344,7305241755,29900,2016-01-01,bmw,5 series gran turismo,excellent,6,gas,52941.0,clean,automatic,4wd,hatchback,ne
18345,7305241760,11900,2011-01-01,toyota,sienna,excellent,6,gas,115501.0,clean,automatic,4wd,wagon,ne
18346,7305241735,19800,2015-01-01,ford,explorer,excellent,6,gas,96281.0,clean,automatic,4wd,wagon,ne
18347,7305241540,22900,2014-01-01,mercedes-benz,e-class,excellent,6,gas,53551.0,clean,automatic,4wd,sedan,ne
18348,7305241429,22995,2014-01-01,bmw,5 series,excellent,8,gas,98013.0,clean,automatic,4wd,sedan,ne
18349,7305129785,9500,2013-01-01,hyundai,sonata gls,excellent,4,gas,61500.0,clean,automatic,fwd,sedan,ne
18350,7305105209,8900,2011-01-01,lincoln,mkz,like new,6,gas,45346.0,clean,automatic,fwd,sedan,ne
18351,7304980307,3850,2003-01-01,mercury,sable,excellent,6,gas,81900.0,clean,automatic,fwd,sedan,ne
18352,7304661712,5000,2003-01-01,ram,1500,good,8,gas,98000.0,clean,automatic,4wd,truck,ne
18353,7304594900,34990,2018-01-01,ford,mustang gt premium,good,8,gas,18650.0,clean,other,rwd,convertible,ne
18354,7304499008,4250,2008-01-01,honda,civic hybrid,good,4,hybrid,179981.0,clean,automatic,fwd,sedan,ne
18355,7304133867,5995,2010-01-01,volkswagen,golf,good,5,gas,173000.0,clean,manual,fwd,hatchback,ne
18356,7304133822,4995,2011-01-01,ford,fiesta,good,4,gas,148000.0,clean,manual,fwd,hatchback,ne
18357,7304133776,6495,2009-01-01,honda,fit,good,4,gas,108000.0,clean,manual,fwd,hatchback,ne
18358,7304133733,6995,2013-01-01,ford,focus,good,4,gas,100500.0,clean,manual,fwd,hatchback,ne
18359,7303996410,3499,2001-01-01,chrysler,pt cruiser,good,4,gas,157.0,clean,manual,fwd,hatchback,ne
18360,7303805019,13500,2011-01-01,lexus,rx450h,good,6,hybrid,109000.0,clean,automatic,4wd,SUV,ne
18361,7303763782,7900,2017-01-01,chevrolet,cruze,good,4,gas,128000.0,clean,automatic,fwd,hatchback,ne
18362,7303497405,27995,2017-01-01,mercedes-benz,benz c300,like new,4,gas,22269.0,clean,automatic,4wd,sedan,ne
18363,7303497193,10000,2008-01-01,ford,f150 4x4,like new,8,gas,1.0,clean,automatic,4wd,pickup,ne
18364,7303252416,4700,2004-01-01,honda,accord,excellent,6,gas,115531.0,clean,automatic,fwd,sedan,ne
18365,7303103730,2995,2009-01-01,hyundai,accent,good,4,gas,127000.0,clean,manual,fwd,coupe,ne
18366,7303088208,2990,2009-01-01,hyundai,accent,good,4,gas,128000.0,clean,manual,fwd,coupe,ne
18367,7303063554,2995,2009-01-01,hyundai,accent,good,4,gas,127000.0,clean,manual,fwd,coupe,ne
18368,7303031747,28990,2016-01-01,jeep,wrangler unlimited sahara,good,6,gas,69856.0,clean,other,4wd,SUV,ne
18369,7303031728,23590,2011-01-01,chevrolet,camaro ss coupe 2d,good,8,gas,38905.0,clean,other,rwd,coupe,ne
18370,7302925234,3800,2008-01-01,nissan,altima,good,4,gas,139000.0,clean,automatic,fwd,sedan,ne
18371,7302884307,15000,2014-01-01,ram,1500,good,8,gas,154732.0,lien,automatic,4wd,truck,ne
18372,7302710034,8000,2013-01-01,ford,mustang,excellent,6,gas,124980.0,clean,automatic,rwd,sedan,ne
18373,7302516533,30990,2018-01-01,infiniti,qx60 3.5 sport utility,good,6,gas,22821.0,clean,automatic,fwd,SUV,ne
18374,7302129857,7250,2005-01-01,ford,explorer sport trac xlt,excellent,6,gas,83700.0,clean,automatic,4wd,pickup,ne
18375,7302023319,17999,2009-01-01,chevrolet,silverado 2500hd lt,excellent,6,gas,86700.0,clean,automatic,4wd,pickup,ne
18376,7301814847,1350,2004-01-01,mitsubishi,eclipse convertible,fair,6,gas,180000.0,clean,manual,fwd,convertible,ne
18377,7301761506,10000,2004-01-01,ford,f150 xlt supercrew 4x4,good,8,gas,120000.0,clean,automatic,4wd,truck,ne
18378,7301627407,1400,2001-01-01,dodge,dakota,fair,8,gas,163000.0,clean,manual,4wd,truck,ne
18379,7301609113,43990,2020-01-01,buick,enclave avenir sport,good,6,gas,5217.0,clean,other,fwd,SUV,ne
18380,7301609083,40990,2019-01-01,acura,mdx advance pkg sport,good,6,gas,12046.0,clean,other,fwd,other,ne
18381,7316936130,12000,2014-01-01,ford,fiesta st,excellent,4,gas,80679.0,clean,manual,fwd,hatchback,ne
18382,7316930500,38590,2019-01-01,lexus,es 350 luxury sedan 4d,good,6,other,11599.0,clean,other,fwd,sedan,ne
18383,7316871676,29590,2018-01-01,jeep,grand cherokee laredo sport,good,6,gas,28029.0,clean,other,4wd,other,ne
18384,7316828607,4950,2008-01-01,saturn,vue cr,excellent,6,gas,79091.0,clean,automatic,4wd,SUV,ne
18385,7316794924,29990,2016-01-01,chevrolet,colorado extended cab,good,6,gas,17302.0,clean,other,4wd,pickup,ne
18386,7316783508,2100,2001-01-01,toyota,camry,good,4,gas,190000.0,clean,automatic,fwd,sedan,ne
18387,7316779914,2100,2001-01-01,toyota,camry,good,4,gas,190000.0,clean,automatic,fwd,sedan,ne
18388,7316779769,7995,2012-01-01,ford,focus,good,4,other,60451.0,clean,automatic,fwd,other,ne
18389,7316769217,3500,2001-01-01,ram,1500,good,8,gas,76000.0,clean,automatic,4wd,pickup,ne
18390,7316742099,3100,2005-01-01,buick,lesabre limited,good,6,gas,159000.0,clean,automatic,fwd,sedan,ne
18391,7316724919,4500,2010-01-01,nissan,altima,excellent,4,hybrid,186000.0,clean,automatic,fwd,sedan,ne
18392,7316705708,16900,2016-01-01,toyota,prius,good,4,hybrid,24916.0,clean,automatic,4wd,hatchback,ne
18393,7316670865,48900,2014-01-01,ford,f-250 super duty lariat,like new,8,diesel,26000.0,clean,automatic,4wd,truck,ne
18394,7316663811,6950,2011-01-01,hyundai,elantra,like new,4,gas,105000.0,clean,automatic,fwd,sedan,ne
18395,7316659351,6995,2014-01-01,ford,focus se,good,4,gas,95788.0,clean,automatic,fwd,sedan,ne
18396,7316649891,7999,2011-01-01,subaru,outback,excellent,4,gas,163118.0,clean,automatic,4wd,wagon,ne
18397,7316626401,4995,2009-01-01,ford,taurus,good,6,gas,122000.0,clean,automatic,fwd,sedan,ne
18398,7316609242,13950,2007-01-01,chevrolet,silverado 1500,excellent,8,gas,193121.0,clean,automatic,4wd,truck,ne
