,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,area
59621,7314625885,19500,2009-01-01,ford,f-350 sd,excellent,8,diesel,162025.0,clean,automatic,rwd,truck,west
59622,7314617266,3900,2007-01-01,toyota,scion tc,like new,4,gas,160000.0,clean,manual,fwd,hatchback,west
59623,7314593280,15000,2014-01-01,toyota,camry,excellent,4,gas,75946.0,clean,automatic,fwd,sedan,west
59624,7314593217,12000,2015-01-01,jeep,patriot,excellent,4,gas,100771.0,clean,automatic,fwd,SUV,west
59625,7314593138,10000,2014-01-01,chrysler,town & country,excellent,6,gas,133864.0,clean,automatic,fwd,mini-van,west
59626,7314593042,11500,2014-01-01,volkswagen,jetta,excellent,4,gas,65589.0,clean,manual,fwd,sedan,west
59627,7314592950,9000,2011-01-01,kia,sorento,excellent,4,gas,158010.0,clean,automatic,fwd,SUV,west
59628,7314592890,10000,2015-01-01,kia,soul,excellent,4,gas,119566.0,clean,automatic,fwd,SUV,west
59629,7314592813,16000,2019-01-01,kia,soul,excellent,4,gas,22196.0,clean,automatic,fwd,SUV,west
59630,7314592701,9000,2013-01-01,kia,soul,excellent,4,gas,77224.0,clean,manual,fwd,SUV,west
59631,7314592632,11000,2014-01-01,kia,optima,excellent,4,gas,90280.0,clean,automatic,fwd,sedan,west
59632,7314592562,9000,2009-01-01,toyota,camry,excellent,4,gas,104597.0,clean,automatic,fwd,sedan,west
59633,7314588692,31990,2020-01-01,dodge,charger gt sedan 4d,good,6,other,10410.0,clean,other,rwd,sedan,west
59634,7314588663,33590,2016-01-01,lexus,rc 350 coupe 2d,good,6,gas,35460.0,clean,other,rwd,coupe,west
59635,7314588603,20990,2015-01-01,lincoln,mks sedan 4d,good,6,gas,48006.0,clean,other,fwd,sedan,west
59636,7314584445,31990,2018-01-01,chrysler,pacifica hybrid limited,good,6,hybrid,25101.0,clean,other,fwd,van,west
59637,7314584427,31990,2019-01-01,chrysler,pacifica limited,good,6,gas,34925.0,clean,other,fwd,van,west
59638,7314584401,27590,2019-01-01,ford,flex limited sport utility,good,6,gas,28287.0,clean,other,fwd,hatchback,west
59639,7314584371,27990,2017-01-01,gmc,acadia limited sport utility,good,6,gas,37910.0,clean,other,fwd,other,west
59640,7314584356,28990,2014-01-01,lexus,ls 460 sedan 4d,good,8,diesel,72772.0,clean,other,rwd,sedan,west
59641,7314584344,32990,2016-01-01,infiniti,qx80 sport utility 4d,good,8,gas,55612.0,clean,automatic,rwd,other,west
59642,7314551896,17995,2009-01-01,ford,f150 supercrew cab xlt,excellent,8,gas,112872.0,clean,automatic,rwd,truck,west
59643,7314549064,32995,2018-01-01,ford,transit 150,like new,6,gas,2188.0,clean,automatic,rwd,van,west
59644,7314545051,22000,2021-01-01,chevrolet,trailblazer,like new,3,gas,2300.0,clean,automatic,fwd,SUV,west
59645,7314536961,21995,2008-01-01,ford,f250 king ranch,excellent,8,diesel,119196.0,clean,automatic,rwd,truck,west
59646,7314527536,27000,2015-01-01,cadillac,ats coupe premium,excellent,4,gas,37800.0,clean,automatic,rwd,coupe,west
59647,7314507200,2700,2003-01-01,hyundai,tiburon gt v6,good,6,gas,170000.0,clean,manual,fwd,coupe,west
59648,7314504805,6900,2009-01-01,mazda,tribute,excellent,4,gas,94920.0,clean,manual,fwd,SUV,west
59649,7314502551,4800,2012-01-01,ford,fiesta ses,good,4,gas,123000.0,clean,manual,fwd,hatchback,west
59650,7314502331,4500,2003-01-01,bmw,325i,good,6,gas,98000.0,clean,automatic,rwd,sedan,west
59651,7314480798,49950,2016-01-01,chevrolet,crew cab 4500,excellent,8,gas,44308.0,clean,automatic,rwd,truck,west
59652,7314480646,12500,2007-01-01,chevrolet,silverado 2500hd,good,8,diesel,199000.0,rebuilt,automatic,rwd,pickup,west
59653,7314463234,4500,2006-01-01,chrysler,300,good,8,gas,129000.0,clean,automatic,rwd,sedan,west
59654,7314461880,57925,2020-01-01,ford,f150 lariat 4x4 crew cab,like new,6,gas,12500.0,clean,automatic,4wd,truck,west
59655,7314455050,19797,2018-01-01,nissan,nv200 compact cargo,excellent,4,gas,66451.0,clean,automatic,fwd,mini-van,west
59656,7314454933,16997,2015-01-01,hyundai,sonata,excellent,4,gas,83615.0,clean,automatic,fwd,sedan,west
59657,7314454806,12990,2007-01-01,ram,1500,excellent,8,gas,122138.0,clean,automatic,rwd,pickup,west
59658,7314454671,11497,2012-01-01,ford,fusion,excellent,4,gas,56294.0,clean,automatic,fwd,sedan,west
59659,7314454559,15997,2010-01-01,cadillac,srx,excellent,6,gas,58633.0,clean,automatic,fwd,SUV,west
59660,7314454420,20997,2014-01-01,mercedes-benz,e-class,excellent,6,gas,82110.0,clean,automatic,rwd,sedan,west
59661,7314454290,13877,2016-01-01,dodge,dart,excellent,4,gas,43909.0,clean,manual,fwd,sedan,west
59662,7314454120,13433,2013-01-01,bmw,5 series,excellent,6,gas,134692.0,clean,automatic,rwd,sedan,west
59663,7314451967,18000,2008-01-01,ford,f250,like new,8,gas,130000.0,clean,automatic,4wd,truck,west
59664,7314433001,13000,2009-01-01,cadillac,escalade,excellent,6,gas,170000.0,clean,automatic,rwd,SUV,west
59665,7314429076,15500,2008-01-01,mercedes-benz,bentz slk 350,like new,6,gas,91000.0,clean,automatic,rwd,convertible,west
59666,7314411485,7500,2013-01-01,kia,soul,good,4,gas,91766.0,clean,automatic,fwd,hatchback,west
59667,7314410795,6500,2010-01-01,kia,soul +,good,4,gas,165438.0,clean,automatic,fwd,hatchback,west
59668,7314410318,5900,2002-01-01,mercedes-benz,c-class,good,6,gas,88785.0,clean,automatic,rwd,sedan,west
59669,7314409498,6900,2009-01-01,lincoln,mkz,good,6,gas,116630.0,clean,automatic,fwd,sedan,west
59670,7314369404,3950,2002-01-01,bmw,745i,good,6,gas,151000.0,clean,automatic,rwd,sedan,west
59671,7314369178,1000,2013-01-01,volkswagen,cc,good,6,gas,93010.0,clean,automatic,fwd,sedan,west
59672,7314364103,12000,2012-01-01,toyota,tundra,good,8,gas,134000.0,rebuilt,automatic,fwd,truck,west
59673,7314332358,1500,2012-01-01,chrysler,300,good,6,gas,99971.0,clean,automatic,rwd,sedan,west
59674,7314325938,70750,2019-01-01,mercedes-benz,gls550,excellent,8,gas,27881.0,clean,automatic,4wd,SUV,west
59675,7314213648,7100,2008-01-01,kia,sportage ex,excellent,4,gas,83000.0,clean,automatic,rwd,SUV,west
59676,7314213096,26000,2015-01-01,ford,e-450 galvan universal,excellent,10,other,150371.0,clean,automatic,rwd,bus,west
59677,7314202528,12875,2016-01-01,dodge,journey sxt,like new,6,gas,69000.0,rebuilt,automatic,fwd,SUV,west
59678,7314170191,7300,2010-01-01,mini,cooper,excellent,4,gas,100000.0,clean,automatic,fwd,hatchback,west
